entity_id,name,area,device,platform,domain,disabled,hidden
ai_task.google_ai_task,Google AI Task,,Google AI Task,google_generative_ai_conversation,ai_task,False,False
automation.activate_love_done_on_neon_off,Activate love done on neon off,,,automation,automation,False,False
automation.ai_testing,Ai testing,,,automation,automation,False,False
automation.alert_on_detection,Alert on detection,,,automation,automation,False,False
automation.brighten_bathroom_led_on_switch_double,Brighten bathroom led on switch double,Bathroom,,automation,automation,False,False
automation.brighten_bathroom_lights_during_day,Brighten bathroom lights during day,,,automation,automation,False,False
automation.brighten_olaf_s_led_controller,Brighten Olaf's Led controller,,,automation,automation,False,False
automation.brighten_zoe_s_led_controller,Brighten Zoe's led controller,,,automation,automation,False,False
automation.decrease_led_brightness_on_knob,Decrease led brightness on knob,Bedroom,,automation,automation,False,False
automation.dim_bathroom_led_after_sunset,Dim bathroom led after midnight,,,automation,automation,False,False
automation.dim_bathroom_led_on_switch_double,Dim bathroom led on switch double,Bathroom,,automation,automation,False,False
automation.dim_olafs_led_controller,Dim Olafs led controller,,,automation,automation,False,False
automation.dim_zoe_s_led_controller,Dim zoe's led controller,,,automation,automation,False,False
automation.enable_making_love_on_neon_on_2,Enable making love on neon on,,,automation,automation,False,False
automation.enable_making_love_scene_on_handler_state_on,Enable making love scene on handler state on,,,automation,automation,False,False
automation.entrance_led_light_link,Link Entrance Led,Entrance,,automation,automation,False,False
automation.fall_screen_on_entertainment_switch_button,Fall screen on entertainment switch button,,,automation,automation,False,False
automation.greeting_tomasz,Greeting Tomasz,,,automation,automation,False,False
automation.hot_tub_apply_the_scheduled_setpoint,Hot tub · apply the scheduled setpoint,,,automation,automation,False,False
automation.identyfikuj_pania_renatke,Identyfikuj Pania Renatke,,,automation,automation,False,False
automation.increase_led_controller_brightness_on_knob,Increase led controller brightness on knob,Bedroom,,automation,automation,False,False
automation.keep_extender_on,Keep extender on,,,automation,automation,False,False
automation.led_max_brightness_on_knob,Led max brightness on knob,Bedroom,,automation,automation,False,False
automation.led_min_brightness_on_knob,Led min brightness on knob,Bedroom,,automation,automation,False,False
automation.link_atrium_switches,Link atrium switches,,,automation,automation,False,False
automation.link_bathroom_led_and_switch,Link bathroom led and switch,Bathroom,,automation,automation,False,False
automation.link_beam_led_and_switch,Link beam led and switch,,,automation,automation,False,False
automation.link_bedroom_led_and_switch,Link bedroom led and switches,Bedroom,,automation,automation,False,False
automation.link_cabinet_led_and_switch_2,Link cabinet led and switch,Kitchen,,automation,automation,False,False
automation.link_entrance_closet,Link Entrance Closet,Entrance,,automation,automation,False,False
automation.link_entrance_main_light,Link entrance main light,,,automation,automation,False,False
automation.link_hall_entrance_switches,Link hall entrance switches,Hall,,automation,automation,False,False
automation.link_hall_rooms_lights,Link hall rooms lights,Hall,,automation,automation,False,False
automation.link_iceicles_and_switch,Link iceicles and switch,Entrance,,automation,automation,False,False
automation.link_island_switches,Link island switches,Kitchen,,automation,automation,False,False
automation.link_kids_bathroom_led_and_switch,Link kids bathroom led and switch,Kid's bathroom,,automation,automation,False,False
automation.link_neon_and_switch,Link neon and switch,Bedroom,,automation,automation,False,False
automation.link_olaf_bedlight_and_switch,Link Olaf bedlight and switch,,,automation,automation,False,False
automation.link_olaf_main_light_and_switch,Link olaf main light and switch,,,automation,automation,False,False
automation.link_outside_light_switches,Link outside light switches,,,automation,automation,False,False
automation.link_projector_with_switch,Link projector with switch,Living Room,,automation,automation,False,False
automation.link_sofa_switches,Link sofa switches,Living Room,,automation,automation,False,False
automation.link_stairs_switches,Link stairs switches,Mezzanine,,automation,automation,False,False
automation.link_storage_light,Link storage light,Storage Room,,automation,automation,False,False
automation.link_switch_and_back_icicles,Link switch and back icicles,Garden back,,automation,automation,False,False
automation.link_top_led_and_switch,link top led and switch,Living Room,,automation,automation,False,False
automation.link_zoe_s_switch_with_led_controller_2,Link zoe's switch with led controller,,,automation,automation,False,False
automation.link_zoes_bedlight_and_switch,Link Zoe’s bedlight and switch,,,automation,automation,False,False
automation.low_battery_notifications_actions,Low Battery Notifications & Actions,,,automation,automation,False,False
automation.motion_turn_off_entrance_light_on_no_motion_after_5_mins,Motion turn off entrance light on no motion after 5 mins,,,automation,automation,False,False
automation.motion_turn_on_entrance_light_on_motion,Motion Turn on entrance light on motion,,,automation,automation,False,False
automation.notify_about_person_in_front,Notify about person in front,,,automation,automation,False,False
automation.notify_if_bamboo_sprinklers_run_longer,Notify if bamboo sprinklers run longer,,,automation,automation,False,False
automation.notify_if_sprinklers_border_run_longer,Notify if sprinklers border run longer,,,automation,automation,False,False
automation.notify_if_sprinklers_forest_run_long,Notify if sprinklers forest run long,Garden back,,automation,automation,False,False
automation.notify_if_sprinklers_terrace_run_for_a_long_time,Notify if sprinklers terrace run for a long time,,,automation,automation,False,False
automation.notify_on_sprinklers_down,Notify on sprinklers down,,,automation,automation,False,False
automation.notify_when_garage_door_left_open,Notify when garage door left open,,,automation,automation,False,False
automation.nowa_automatyzacja,Notify on garage door opening,,,automation,automation,False,False
automation.nowa_automatyzacja_2,Turn off Garden lamps,Garden back,,automation,automation,False,False
automation.olaf_location,Olaf location,Olaf's room,,automation,automation,False,False
automation.olaf_location_ania,Olaf Location Ania,Olaf's room,,automation,automation,False,False
automation.olaf_s_phone_battery_low_tomasz,Olaf's phone battery Low -> Tomasz,Olaf's room,,automation,automation,False,False
automation.play_relaxation_music_when_body_batter_drops_below_30,Play relaxation music when body batter drops below 30,Living Room,,automation,automation,False,False
automation.pool_filter_schedule,Pool Filter schedule,,,automation,automation,False,False
automation.powiadom_o_czlowieku_przed_domem,Powiadom o człowieku przed domem,,,automation,automation,False,False
automation.powiadom_o_czlowieku_w_wygryzku,Powiadom o człowieku w wygryzku. ,Atrium,,automation,automation,False,False
automation.powiadom_o_zwierzeciu_w_wygryzku,Powiadom o zwierzęciu w wygryzku,,,automation,automation,False,False
automation.przeanizuj_widok_z_kamery,Przeanizuj widok z kamery,,,automation,automation,False,False
automation.reboot_ha_host,Reboot HA host,,,automation,automation,False,False
automation.reset_alerts_on_alarm_disarm,Reset alerts on alarm disarm,,,automation,automation,False,False
automation.rise_screen_on_entertainment_switch,Rise screen on entertainment switch,,,automation,automation,False,False
automation.sauna_auto_off_when_the_session_ends,Sauna · auto-off when the session ends,,,automation,automation,False,False
automation.sauna_cancel_the_timer_when_turned_off_by_hand,Sauna · cancel the timer when turned off by hand,,,automation,automation,False,False
automation.sauna_re_length_a_session_already_running,Sauna · re-length a session already running,,,automation,automation,False,False
automation.sauna_start_session_timer,Sauna · start session timer,,,automation,automation,False,False
automation.set_cinema_off,Set cinema off,Living Room,,automation,automation,False,False
automation.toggle_bathroom_led,Toggle bathroom led,Bathroom,,automation,automation,False,False
automation.toggle_bathtub_light,Toggle bathtub light,Bathroom,,automation,automation,False,False
automation.toggle_bedroom_neon_on_knob_double,Toggle bedroom neon on knob double,,,automation,automation,False,False
automation.toggle_led_controller,Toggle led controller on knob,Bedroom,,automation,automation,False,False
automation.toggle_mezzanine_lights_on_stairs_run_double_click,Toggle mezzanine lights on stairs run double click,,,automation,automation,False,False
automation.toggle_table_light_on_secondary_stairs_switch,Toggle table light on secondary stairs switch,,,automation,automation,False,False
automation.toggle_table_light_on_stairs_run_second_click,Toggle table light on stairs run second click,,,automation,automation,False,False
automation.turn_all_lights_off_on_all_lights_entity,Turn all lights off on all lights entity,,,automation,automation,False,False
automation.turn_garden_lamps_on_sunset,Turn garden lamps on sunset,Garden back,,automation,automation,False,False
automation.turn_lights_after_sunset_when_alarm_armed,Turn on lights after sunset when alarm armed,,,automation,automation,False,False
automation.turn_of_closet_light_on_left_door_closing,Turn of closet light on left door closing,,,automation,automation,False,False
automation.turn_of_closet_light_on_left_door_closing_2,Turn of closet light on left door closing,Entrance,,automation,automation,False,False
automation.turn_of_closet_light_on_right_door_closing,Turn of closet light on right door closing,,,automation,automation,False,False
automation.turn_of_garage_outside_light_after_5_minutes_after_closing,Turn of garage outside light after 5 minutes after closing,,,automation,automation,False,False
automation.turn_off_bathroom_light_after_30_mins,Turn off bathroom lighta when no presence,Bathroom,,automation,automation,False,False
automation.turn_off_bed_lights_on_switch,Turn off bed lights on switch,Olaf's room,,automation,automation,False,False
automation.turn_off_bedroom_light_after_30_mins,Turn off bedroom light after 30 mins,Bedroom,,automation,automation,False,False
automation.turn_off_campfire_light_at_time,Turn off campfire light at time,,,automation,automation,False,False
automation.turn_off_christmas_tree,Turn off Christmas tree,,,automation,automation,False,False
automation.turn_off_closet_light_after_10_min,Turn off closet light after 10 min,,,automation,automation,False,False
automation.turn_off_closet_light_after_10_mins,Turn off closet light after 10 mins,Entrance,,automation,automation,False,False
automation.turn_off_garage_light_on_no_motion,Turn off garage light on no motion,,,automation,automation,False,False
automation.turn_off_garage_light_when_no_motion,Turn off garage light when no motion,,,automation,automation,False,False
automation.turn_off_garden_lights_at_midnight,Turn off garden lights at midnight,,,automation,automation,False,False
automation.turn_off_hall_led_at_sunrise,Turn off hall led at 1am,Hall,,automation,automation,False,False
automation.turn_off_hall_led_controller_on_no_motio,Turn off hall led controller on no motio ,Hall,,automation,automation,False,False
automation.turn_off_iceicles_at_11pm,Turn off iceicles at 11pm,,,automation,automation,False,False
automation.turn_off_kids_bathroom_light_after_30_mins,Turn off kids bathroom light after 30 mins,Kid's bathroom,,automation,automation,False,False
automation.turn_off_led_controllers_on_ha_start,Turn off led controllers on HA start,,,automation,automation,False,False
automation.turn_off_lights_at_midnight_when_alarm_armed,Turn off lights at midnight when alarm armed,,,automation,automation,False,False
automation.turn_off_living_room_lights_on_no_presence,Turn off living room lights on no presence,Living Room,,automation,automation,False,False
automation.turn_off_loghts_on_sleep,Turn off loghts on sleep,,,automation,automation,False,False
automation.turn_off_outside_lights_on_sunrise,Turn off outside lights at 1 am,,,automation,automation,False,False
automation.turn_off_pantry_light_after_w_minutes,Turn off pantry light after w minutes,,,automation,automation,False,False
automation.turn_off_projector_when_projector_chromecast_is_off,Turn off projector when projector chromecast is off,Living Room,,automation,automation,False,False
automation.turn_off_socket_on_drawer_close,Turn off socket on drawer close,,,automation,automation,False,False
automation.turn_off_storage_on_no_motion,Turn off storage on no motion,,,automation,automation,False,False
automation.turn_on_all_the_lights_on_all_lights_entity,Turn on all the lights on all lights entity,,,automation,automation,False,False
automation.turn_on_bed_lights_on_switch,Turn on bed lights on switch,Olaf's room,,automation,automation,False,False
automation.turn_on_campfire_light_at_sunset,Turn on campfire light at sunset,,,automation,automation,False,False
automation.turn_on_christmas_tree,Turn on Christmas tree,,,automation,automation,False,False
automation.turn_on_closet_light_in_left_door_opening,Turn on closet light in left door opening,,,automation,automation,False,False
automation.turn_on_closet_light_on_right_door_opening,Turn on closet light on right door opening,,,automation,automation,False,False
automation.turn_on_drier_when_sun_is_on,Turn on drier when sun is on,,,automation,automation,False,False
automation.turn_on_entrance_light_on_person_detected,Turn on entrance light on person detected,Entrance,,automation,automation,False,False
automation.turn_on_garage_on_motion,Turn on garage on motion,,,automation,automation,False,False
automation.turn_on_garden_lamps_when_family_enters_2,Turn on garden lamps when family enters,Garden back,,automation,automation,False,False
automation.turn_on_hall_leds_on_motion,Turn on hall leds on motion,Hall,,automation,automation,False,False
automation.turn_on_iceicles_on_sunset,Turn on iceicles on sunset,,,automation,automation,False,False
automation.turn_on_lamps_if_person_detected,Turn on lamps if person detected,Entrance,,automation,automation,False,False
automation.turn_on_music_on_wakeup,Turn on music on wakeup,,,automation,automation,False,False
automation.turn_on_outside_lights_on_sunset,Turn on outside lights on sunset,,,automation,automation,False,False
automation.turn_on_pantry_light_on_motion,Turn off pantry light when no motion,,,automation,automation,False,False
automation.turn_on_porch_on_person_detected,Turn on porch on person detected,Garden back,,automation,automation,False,False
automation.turn_on_projector_and_screen_when_chromecast_o,Turn on projector and screen when chromecast o ,Living Room,,automation,automation,False,False
automation.turn_on_projector_on_command,Turn on projector on command,,,automation,automation,False,False
automation.turn_on_socket_on_drawer_open,Turn on socket on drawer open,,,automation,automation,False,False
automation.turn_on_soundtrack_when_in_hall,Turn on soundtrack when in hall,,,automation,automation,False,False
automation.turn_on_soundtrack_when_in_living_room,Turn on soundtrack when in living room,,,automation,automation,False,False
automation.turn_on_stairs_light_on_scene_switch,Turn on stairs light on scene switch,,,automation,automation,False,False
automation.turn_on_storage_light_on_motion,Turn on storage light on motion,,,automation,automation,False,False
automation.water_border_plants,Water border plants,Garden back,,automation,automation,False,False
automation.water_fresh_lawn,Water lawn,Garden back,,automation,automation,False,False
binary_sensor.0xa4c138307eb25674_presence,Occupancy,,0xa4c138307eb25674,mqtt,binary_sensor,False,False
binary_sensor.0xa4c138d135dedc39_presence,Occupancy,Living Room,Living room presence detector,mqtt,binary_sensor,False,False
binary_sensor.0xa4c138da9dd2e3f6_presence,Occupancy,,Bathroom presence detector,mqtt,binary_sensor,False,False
binary_sensor.aircast_running,Running,,AirCast,hassio,binary_sensor,True,False
binary_sensor.ania_camera_motion,Ania Camera Motion,,Ania,mobile_app,binary_sensor,False,False
binary_sensor.ania_kiosk_mode,Ania Kiosk Mode,,Ania,mobile_app,binary_sensor,False,False
binary_sensor.appdaemon_running,Running,,AppDaemon,hassio,binary_sensor,True,False
binary_sensor.atrium_animal,Animal,Atrium,Atrium,reolink,binary_sensor,False,False
binary_sensor.atrium_motion,Motion,Atrium,Atrium,reolink,binary_sensor,False,False
binary_sensor.atrium_person,Person,Atrium,Atrium,reolink,binary_sensor,False,False
binary_sensor.atrium_vehicle,Vehicle,Atrium,Atrium,reolink,binary_sensor,False,False
binary_sensor.ba_svm_10_200_12_e_connection_state,Connection State,Storage Room,BA-SVM 10-200/12 E,myuplink,binary_sensor,False,False
binary_sensor.closet_left_door,,Entrance,Closet left door,zha,binary_sensor,False,False
binary_sensor.closet_left_door_opening,Opening,Entrance,Closet left door,zha,binary_sensor,False,False
binary_sensor.closet_right_door,,Entrance,Closet right door,zha,binary_sensor,False,False
binary_sensor.closet_right_door_opening,Opening,Entrance,Closet right door,zha,binary_sensor,False,False
binary_sensor.drawer_sensor_opening,Drawer sensor Opening,Kitchen,Drawer sensor,zha,binary_sensor,False,False
binary_sensor.drawer_sensor_opening_2,Drawer sensor Opening,Kitchen,Drawer sensor,zha,binary_sensor,False,False
binary_sensor.drzwi_lazienka_sonoff_a48001189a,drzwi lazienka,,drzwi lazienka,sonoff,binary_sensor,False,False
binary_sensor.entrance_motion_sensor_motion,Entrance Motion Sensor Motion,Entrance,Entrance Motion Sensor,zha,binary_sensor,False,False
binary_sensor.entrance_motion_sensor_opening,Entrance Motion Sensor Opening,Entrance,Entrance Motion Sensor,zha,binary_sensor,False,False
binary_sensor.ewelink_smart_home_running,Running,,eWeLink Smart Home,hassio,binary_sensor,True,False
binary_sensor.extern_adjustment_climate_system_1_43161,Extern. adjustment climate system 1 (43161),Storage Room,BA-SVM 10-200/12 E,myuplink,binary_sensor,False,False
binary_sensor.file_editor_running,Running,,File editor,hassio,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_app_inactive,Galaxy Watch6 Classic (K11D) App inactive,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_bedtime_mode,Galaxy Watch6 Classic (K11D) Bedtime mode,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_bluetooth_state,Galaxy Watch6 Classic (K11D) Bluetooth state,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_device_locked,Galaxy Watch6 Classic (K11D) Device locked,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_device_secure,Galaxy Watch6 Classic (K11D) Device secure,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_doze_mode,Galaxy Watch6 Classic (K11D) Doze mode,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_headphones,Galaxy Watch6 Classic (K11D) Headphones,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_interactive,Galaxy Watch6 Classic (K11D) Interactive,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_is_charging,Galaxy Watch6 Classic (K11D) Is charging,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_keyguard_locked,Galaxy Watch6 Classic (K11D) Keyguard locked,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_keyguard_secure,Galaxy Watch6 Classic (K11D) Keyguard secure,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_mic_muted,Galaxy Watch6 Classic (K11D) Mic muted,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_music_active,Galaxy Watch6 Classic (K11D) Music active,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_nfc_state,Galaxy Watch6 Classic (K11D) NFC state,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_on_body_sensor,Galaxy Watch6 Classic (K11D) On body sensor,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_power_save,Galaxy Watch6 Classic (K11D) Power save,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_speakerphone,Galaxy Watch6 Classic (K11D) Speakerphone,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_theater_mode,Galaxy Watch6 Classic (K11D) Theater mode,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_wet_mode,Galaxy Watch6 Classic (K11D) Wet mode,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.galaxy_watch6_classic_k11d_wi_fi_state,Galaxy Watch6 Classic (K11D) Wi-Fi state,,Galaxy Watch6 Classic (K11D),mobile_app,binary_sensor,True,False
binary_sensor.garage_door_sensor_opening,,Garage,Garage door sensor,zha,binary_sensor,False,False
binary_sensor.garage_door_sensor_opening_2,Opening,Garage,Garage door sensor,zha,binary_sensor,False,False
binary_sensor.garage_motion_sensor_motion_2,,Garage,Garage motion sensor,zha,binary_sensor,False,False
binary_sensor.hall_motion_sensor,,Hall,Hall motion sensor,zha,binary_sensor,False,False
binary_sensor.hall_motion_sensor_opening,Opening,Hall,Hall motion sensor,zha,binary_sensor,False,False
binary_sensor.herunohazumi_gmail_com_mop_attached,Mop attached,Living Room,herunohazumi@gmail.com,ecovacs,binary_sensor,False,False
binary_sensor.herunohazumi_gmail_com_mop_attached_2,Mop attached,,herunohazumi@gmail.com,ecovacs,binary_sensor,False,False
binary_sensor.herunohazumi_subscribed_to_playstation_plus,Subscribed to PlayStation Plus,Mezzanine,herunohazumi,playstation_network,binary_sensor,False,False
binary_sensor.home_assistant_google_drive_backup_running,Running,,Home Assistant Google Drive Backup,hassio,binary_sensor,True,False
binary_sensor.hot_tub_heating,Hot tub heating,,,template,binary_sensor,False,False
binary_sensor.hub_sonoff_100103620a_zled,Hub Zled,,Hub,sonoff,binary_sensor,True,False
binary_sensor.immich_running,Running,,Immich,hassio,binary_sensor,True,False
binary_sensor.ipad_focus,iPad Focus,,iPad,mobile_app,binary_sensor,False,False
binary_sensor.ipad_tomasz_focus,iPad (Tomasz) Focus,,iPad (Tomasz),mobile_app,binary_sensor,False,False
binary_sensor.iphone_anna_focus,iPhone (Anna) Focus,,iPhone (Anna),mobile_app,binary_sensor,False,False
binary_sensor.iphone_anna_kiosk_mode,iPhone (Anna) Kiosk Mode,,iPhone (Anna),mobile_app,binary_sensor,False,False
binary_sensor.iphone_tomasz_focus,iPhone (Tomasz) Focus,Zoe's Room,iPhone (Tomasz),mobile_app,binary_sensor,False,False
binary_sensor.layzspa_gotowosc,Gotowość,,layzspa,mqtt,binary_sensor,False,False
binary_sensor.layzspa_grzalka,Grzałka,,layzspa,mqtt,binary_sensor,False,False
binary_sensor.layzspa_lock,Lock,,layzspa,mqtt,binary_sensor,False,False
binary_sensor.layzspa_polaczenie,Połączenie,,layzspa,mqtt,binary_sensor,False,False
binary_sensor.layzspa_vtcal,VTCAL,,layzspa,mqtt,binary_sensor,False,False
binary_sensor.main_entrance_doorbell_motion,Motion,Entrance,Main Entrance Doorbell,reolink,binary_sensor,False,False
binary_sensor.main_entrance_doorbell_person,Person,Entrance,Main Entrance Doorbell,reolink,binary_sensor,False,False
binary_sensor.main_entrance_doorbell_pet,Pet,Entrance,Main Entrance Doorbell,reolink,binary_sensor,False,False
binary_sensor.main_entrance_doorbell_vehicle,Vehicle,Entrance,Main Entrance Doorbell,reolink,binary_sensor,False,False
binary_sensor.main_entrance_doorbell_visitor,Visitor,Entrance,Main Entrance Doorbell,reolink,binary_sensor,False,False
binary_sensor.mosquitto_broker_running,Running,,Mosquitto broker,hassio,binary_sensor,True,False
binary_sensor.music_assistant_server_running,Running,,Music Assistant,hassio,binary_sensor,True,False
binary_sensor.music_connected,Connected,,Music,hassio,binary_sensor,True,False
binary_sensor.pantry_motion_sensor_motion,Pantry motion sensor Motion,Pantry,Pantry motion sensor,zha,binary_sensor,False,False
binary_sensor.pantry_motion_sensor_opening_2,Pantry motion sensor Opening,Pantry,Pantry motion sensor,zha,binary_sensor,False,False
binary_sensor.piekarnik_child_lock,Child lock,Kitchen,Piekarnik,smartthings,binary_sensor,False,False
binary_sensor.piekarnik_door,Door,Kitchen,Piekarnik,smartthings,binary_sensor,False,False
binary_sensor.piekarnik_remote_control,Remote control,Kitchen,Piekarnik,smartthings,binary_sensor,False,False
binary_sensor.piekarnik_second_cavity_status,Second cavity status,Kitchen,Piekarnik,smartthings,binary_sensor,False,False
binary_sensor.plpc018984_active,PLPC018984 Active,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_active_2,PLPC018984 Active,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_audio_input_in_use,PLPC018984 Audio Input In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_audio_input_in_use_2,PLPC018984 Audio Input In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_audio_output_in_use,PLPC018984 Audio Output In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_audio_output_in_use_2,PLPC018984 Audio Output In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_camera_in_use,PLPC018984 Camera In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_camera_in_use_2,PLPC018984 Camera In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_focus,PLPC018984 Focus,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plpc018984_focus_2,PLPC018984 Focus,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plplpc01112221_active,PLPLPC01112221 Active,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plplpc01112221_audio_input_in_use,PLPLPC01112221 Audio Input In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plplpc01112221_audio_output_in_use,PLPLPC01112221 Audio Output In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plplpc01112221_camera_in_use,PLPLPC01112221 Camera In Use,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.plplpc01112221_focus,PLPLPC01112221 Focus,,PLPC018984,mobile_app,binary_sensor,False,False
binary_sensor.pralka_child_lock,Child lock,Storage Room,Pralka,smartthings,binary_sensor,False,False
binary_sensor.pralka_power,Power,Storage Room,Pralka,smartthings,binary_sensor,False,False
binary_sensor.pralka_remote_control,Remote control,Storage Room,Pralka,smartthings,binary_sensor,False,False
binary_sensor.radarr_health,Health,Living Room,Radarr,radarr,binary_sensor,False,False
binary_sensor.remote_ui,Remote UI,,,cloud,binary_sensor,False,False
binary_sensor.rpi_power_status,RPi Power status,,,rpi_power,binary_sensor,False,False
binary_sensor.ruch_lazienka_sonoff_a48001189b,Ruch lazienka ,,Ruch lazienka ,sonoff,binary_sensor,False,False
binary_sensor.samba_share_running,Running,,Samba share,hassio,binary_sensor,True,False
binary_sensor.sauna_heating,Sauna heating,,,template,binary_sensor,False,False
binary_sensor.slave_1_eb101_charge_pump_eb101_gp12_49996,Slave 1 (EB101) Charge pump (EB101-GP12) (49996),Storage Room,BA-SVM 10-200/12 E,myuplink,binary_sensor,False,False
binary_sensor.slave_1_eb101_defrosting_eb101_ep14_44703,Slave 1 (EB101) Defrosting (EB101-EP14) (44703),Storage Room,BA-SVM 10-200/12 E,myuplink,binary_sensor,False,False
binary_sensor.sm_a415f_android_auto,SM-A415F Android Auto,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_app_inactive,SM-A415F App inactive,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_bluetooth_state,SM-A415F Bluetooth state,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_device_locked,SM-A415F Device locked,,SM-A415F,mobile_app,binary_sensor,False,False
binary_sensor.sm_a415f_device_secure,SM-A415F Device secure,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_doze_mode,SM-A415F Doze mode,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_headphones,SM-A415F Headphones,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_high_accuracy_mode,SM-A415F High accuracy mode,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_hotspot_state,SM-A415F Hotspot state,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_interactive,SM-A415F Interactive,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_is_charging,SM-A415F Is charging,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_keyguard_locked,SM-A415F Keyguard locked,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_keyguard_secure,SM-A415F Keyguard secure,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_mic_muted,SM-A415F Mic muted,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_mobile_data,SM-A415F Mobile data,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_mobile_data_roaming,SM-A415F Mobile data roaming,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_music_active,SM-A415F Music active,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_nfc_state,SM-A415F NFC state,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_power_save,SM-A415F Power save,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_speakerphone,SM-A415F Speakerphone,,SM-A415F,mobile_app,binary_sensor,True,False
binary_sensor.sm_a415f_wifi_state,SM-A415F WiFi state,,SM-A415F,mobile_app,binary_sensor,False,False
binary_sensor.sm_a415f_work_profile,SM-A415F Work profile,,SM-A415F,mobile_app,binary_sensor,True,False
